id,key,value,type
26027688,highway,traffic_signals,regular
26027690,highway,traffic_signals,regular
26028102,ref,396B,regular
26028102,exit_to,Mathilda Avenue South,regular
26028102,highway,motorway_junction,regular
26028723,exit_to,Arques / Fair Oaks,regular
26028749,highway,traffic_signals,regular
26029038,highway,traffic_signals,regular
26029629,highway,traffic_signals,regular
26029630,highway,traffic_signals,regular
26031433,ref,394,regular
26031433,exit_to,Lawrence Expressway,regular
26031433,highway,motorway_junction,regular
26117819,highway,traffic_signals,regular
26117819,traffic_signals,signal,regular
26117820,ref,3A,regular
26117820,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/twothirtyseveneast.pdf;http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/twothirtysevenwest.pdf,regular
26117820,exit_to,US-101 North,regular
26117820,highway,motorway_junction,regular
26117833,highway,traffic_signals,regular
26117833,highway,survey,source
26149279,created_by,JOSM,regular
26149287,created_by,JOSM,regular
26240871,noref,yes,regular
26240871,exit_to,Mathilda Avenue South,regular
26240871,highway,motorway_junction,regular
26374407,highway,traffic_signals,regular
26374408,highway,crossing,regular
26374408,crossing,zebra,regular
26374420,highway,traffic_signals,regular
26374421,highway,crossing,regular
26374421,crossing,zebra,regular
26403564,ele,31 ft,regular
26403564,ref,32R,regular
26404570,ref,4B,regular
26404570,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/eighteightynorth.pdf;http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/eighteightysouth.pdf,regular
26404570,exit_to,US-101 South;Los Angeles,regular
26404570,highway,motorway_junction,regular
26404753,ref,378,regular
26404753,exit_to,CA-82;Blossom Hill Road;Silver Creek Valley Road,regular
26404753,highway,motorway_junction,regular
26404800,ref,373,regular
26404800,highway,motorway_junction,regular
26497327,ref,20B,regular
26497327,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/eightyfivenorth.pdf;http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/eightyfivesouth.pdf,regular
26497327,exit_to,SR-9;Los Gatos;Saratoga,regular
26497327,highway,motorway_junction,regular
26497329,ref,21,regular
26497329,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/17.pdf,regular
26497329,exit_to,Lark Avenue,regular
26497329,highway,motorway_junction,regular
26497399,ele,551,regular
26497399,name,Patchen Pass,regular
26497399,natural,saddle,regular
26497399,mountain_pass,yes,regular
26506786,highway,traffic_signals,regular
26506871,ref,20A,regular
26506871,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/eightyfivenorth.pdf;http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/eightyfivesouth.pdf,regular
26506871,exit_to,East Los Gatos,regular
26506871,highway,motorway_junction,regular
26506912,name,Big Moody Curve,regular
26506912,highway,emergency_bay,regular
26729676,ref,11A,regular
26729676,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/eightyfivenorth.pdf;http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/eightyfivesouth.pdf,regular
26729676,highway,motorway_junction,regular
30181366,amenity,bus_station,regular
31354462,ref,377A,regular
31354462,highway,motorway_junction,regular
31416651,ref,5A,regular
31416651,highway,motorway_junction,regular
32815009,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/eighteightynorth.pdf;http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/eighteightysouth.pdf,regular
33102396,highway,traffic_signals,regular
33102399,highway,traffic_signals,regular
33102541,ref,4D,regular
33102541,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/eighteightynorth.pdf;http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/eighteightysouth.pdf,regular
33102541,exit_to,Gish Road,regular
33102541,highway,motorway_junction,regular
33261972,highway,traffic_signals,regular
33370357,highway,traffic_signals,regular
33463473,highway,traffic_signals,regular
33466459,right,Zanker Road,exit_to
33466463,ref,9A,regular
33466463,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/twothirtyseveneast.pdf;http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/twothirtysevenwest.pdf,regular
33466463,exit_to,McCarthy Boulevard;Cypress Street,regular
33466463,highway,motorway_junction,regular
33717296,ref,6,regular
33717296,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/twothirtyseveneast.pdf;http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/twothirtysevenwest.pdf,regular
33717296,exit_to,Great America Parkway;Lafayette Street,regular
33717296,highway,motorway_junction,regular
33717306,highway,traffic_signals,regular
33783786,ref,388A,regular
33783786,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/101.pdf,regular
33783786,exit_to,Oakland Road;13th Street,regular
33783786,highway,motorway_junction,regular
33783800,ref,7,regular
33783800,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/87.pdf,regular
33783800,exit_to,Taylor Street,regular
33783800,highway,motorway_junction,regular
33783805,ref,9A,regular
33783805,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/87.pdf,regular
33783805,highway,motorway_junction,regular
33783805,left,9B,ref
33783805,right,9A,ref
33783805,left,US-101 North,exit_to
33783805,right,North First Street,exit_to
33784157,ref,393,regular
33784157,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/101.pdf,regular
33784157,exit_to,Great America Parkway;Bowers Avenue,regular
33784157,highway,motorway_junction,regular
33784164,highway,traffic_signals,regular
33784671,ref,395,regular
33784671,exit_to,Fair Oaks Avenue,regular
33784671,highway,motorway_junction,regular
34249077,highway,crossing,regular
34249077,crossing,zebra,regular
34249079,highway,crossing,regular
34249079,crossing,zebra,regular
35854726,highway,traffic_signals,regular
35854906,highway,traffic_signals,regular
35855179,highway,traffic_signals,regular
36692556,highway,traffic_signals,regular
52152854,ref,23,regular
52152854,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/17.pdf,regular
52152854,exit_to,Camden Avenue;San Tomas Expressway,regular
52152854,highway,motorway_junction,regular
52153048,ref,25,regular
52153048,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/17.pdf,regular
52153048,exit_to,Hamilton Avenue,regular
52153048,highway,motorway_junction,regular
53019274,source,tiger_import_dch_v0.6_20070809,regular
53019274,highway,turning_circle,regular
53019905,highway,turning_circle,regular
53019906,barrier,gate,regular
53049626,highway,turning_circle,regular
53064762,highway,turning_circle,regular
53078491,source,tiger_import_dch_v0.6_20070809,regular
53078491,highway,turning_circle,regular
53096993,highway,turning_circle,regular
53100724,highway,turning_circle,regular
53124880,source,tiger_import_dch_v0.6_20070809,regular
53124880,highway,turning_circle,regular
53131310,source,tiger_import_dch_v0.6_20070809,regular
53132530,highway,turning_circle,regular
53139121,source,tiger_import_dch_v0.6_20070809,regular
53148089,highway,turning_circle,regular
53149885,source,tiger_import_dch_v0.6_20070809,regular
53149885,highway,turning_circle,regular
53153676,source,tiger_import_dch_v0.6_20070809,regular
53157578,source,tiger_import_dch_v0.6_20070809,regular
53157578,highway,turning_circle,regular
53787270,highway,turning_circle,regular
60006482,highway,traffic_signals,regular
60006493,created_by,JOSM,regular
60006494,created_by,JOSM,regular
60434555,ref,393,regular
60434555,exit_to,Great America Parkway;Bowers Avenue,regular
60434555,highway,motorway_junction,regular
60434603,highway,traffic_signals,regular
60434612,highway,traffic_signals,regular
60434669,highway,traffic_signals,regular
60434670,highway,traffic_signals,regular
65377431,source,yahoo,regular
65377431,highway,turning_circle,regular
65377457,highway,turning_circle,regular
65377483,highway,turning_circle,regular
65377581,highway,turning_circle,regular
65377609,highway,turning_circle,regular
65377693,highway,turning_circle,regular
65377750,highway,traffic_signals,regular
65377773,highway,traffic_signals,regular
65377783,highway,traffic_signals,regular
65377793,highway,traffic_signals,regular
65377923,highway,turning_circle,regular
65378035,highway,turning_circle,regular
65378252,highway,traffic_signals,regular
65379176,highway,mini_roundabout,regular
65379915,highway,traffic_signals,regular
65379926,highway,traffic_signals,regular
65380048,highway,traffic_signals,regular
65380286,highway,turning_circle,regular
65380297,highway,turning_circle,regular
65381004,highway,turning_circle,regular
65381011,highway,turning_circle,regular
65381269,ref,396A,regular
65381269,exit_to,Sunnyvale;Mathilda Avenue,regular
65381269,highway,motorway_junction,regular
65381898,ref,5,regular
65381898,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/eighteightynorth.pdf;http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/eighteightysouth.pdf,regular
65381898,exit_to,Brokaw Road,regular
65381898,highway,motorway_junction,regular
65382127,highway,motorway_junction,regular
65382308,ref,1C,regular
65382308,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/sixeightynorth.pdf;http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/sixeightysouth.pdf,regular
65382308,exit_to,King Road,regular
65382308,highway,motorway_junction,regular
65382315,power,tower,regular
65382317,power,tower,regular
65382319,power,tower,regular
65382331,power,tower,regular
65382350,power,tower,regular
65382358,power,tower,regular
65382360,power,tower,regular
65382684,power,tower,regular
65382684,reviewed,no,tiger
65382692,power,tower,regular
65382694,power,tower,regular
65383026,highway,traffic_signals,regular
65383427,ref,5,regular
65383427,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/sixeightynorth.pdf;http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/sixeightysouth.pdf,regular
65383427,exit_to,Capitol Avenue;Hostetter Road,regular
65383427,highway,motorway_junction,regular
65383751,highway,turning_circle,regular
65384105,highway,turning_circle,regular
65384257,highway,turning_circle,regular
65384333,highway,traffic_signals,regular
65384596,power,tower,regular
65384598,power,tower,regular
65384600,power,tower,regular
65384604,power,tower,regular
65384610,power,tower,regular
65385375,highway,turning_circle,regular
65385699,highway,turning_circle,regular
65386530,highway,traffic_signals,regular
65386586,ref,25,regular
65386586,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/17.pdf,regular
65386586,exit_to,Hamilton Avenue,regular
65386586,highway,motorway_junction,regular
65386909,highway,motorway_junction,regular
65387494,highway,stop,regular
65387496,highway,traffic_signals,regular
65387549,highway,turning_circle,regular
65387602,highway,traffic_signals,regular
65388057,highway,traffic_signals,regular
65388287,highway,traffic_signals,regular
65388301,noexit,yes,regular
65388306,noexit,yes,regular
65388313,noexit,yes,regular
65388354,power,tower,regular
65388356,power,tower,regular
65388357,power,tower,regular
65388358,power,tower,regular
65388360,power,tower,regular
65388363,power,tower,regular
65388365,power,tower,regular
65388368,power,tower,regular
65388373,power,tower,regular
65388375,power,tower,regular
65388378,power,tower,regular
65388380,power,tower,regular
65388383,power,tower,regular
65388385,power,tower,regular
65388391,power,tower,regular
65388393,power,tower,regular
65388396,power,tower,regular
65388399,power,tower,regular
65388686,source,Yahoo,regular
65388686,highway,traffic_signals,regular
65389424,highway,turning_circle,regular
65389498,ref,9,regular
65389498,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/sixeightynorth.pdf;http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/sixeightysouth.pdf,regular
65389498,exit_to,Jacklin Road,regular
65389498,highway,motorway_junction,regular
65390157,highway,turning_circle,regular
65390167,ref,385,regular
65390167,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/101.pdf,regular
65390167,exit_to,Story Road,regular
65390167,highway,motorway_junction,regular
65390220,highway,turning_circle,regular
65390568,highway,turning_circle,regular
65390614,ref,1D,regular
65390614,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/eighteightynorth.pdf;http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/eighteightysouth.pdf,regular
65390614,exit_to,Bascom Avenue,regular
65390614,highway,motorway_junction,regular
65391077,ref,1D,regular
65391077,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/sixeightynorth.pdf;http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/sixeightysouth.pdf,regular
65391077,exit_to,Capitol Expressway,regular
65391077,highway,motorway_junction,regular
65391197,noexit,yes,regular
65391242,ref,4C,regular
65391242,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/eighteightynorth.pdf;http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/eighteightysouth.pdf,regular
65391242,exit_to,US-101 North;San Francisco,regular
65391242,highway,motorway_junction,regular
65391558,highway,traffic_signals,regular
65391616,exit_to,Fair Oaks Avenue North,regular
65391616,highway,motorway_junction,regular
65391616,ref,395A,regular
65391785,ref,9C,regular
65391785,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/twothirtyseveneast.pdf;http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/twothirtysevenwest.pdf,regular
65391785,exit_to,I-880 North;Oakland,regular
65391785,highway,motorway_junction,regular
65392150,highway,turning_circle,regular
65392154,highway,turning_circle,regular
65392179,highway,turning_circle,regular
65393006,noexit,yes,regular
65393014,noexit,yes,regular
65393023,highway,traffic_signals,regular
65393023,crossing,traffic_signals,regular
65393023,button_operated,yes,regular
65393391,noexit,yes,regular
65393406,noexit,yes,regular
65393501,highway,turning_circle,regular
65393612,highway,traffic_signals,regular
65393766,source,Yahoo,regular
65393766,highway,traffic_signals,regular
65394127,noexit,yes,regular
65394145,noexit,yes,regular
65394394,power,tower,regular
65394394,reviewed,no,tiger
65394502,power,tower,regular
65394502,reviewed,no,tiger
65394504,power,tower,regular
65394504,reviewed,no,tiger
65394507,power,tower,regular
65394507,reviewed,no,tiger
65394511,power,tower,regular
65394511,reviewed,no,tiger
65394513,power,tower,regular
65394513,reviewed,no,tiger
65394515,power,tower,regular
65394515,reviewed,no,tiger
65394516,power,tower,regular
65394516,reviewed,no,tiger
65394519,power,tower,regular
65394519,reviewed,no,tiger
65394521,power,tower,regular
65394521,reviewed,no,tiger
65394535,ref,4C,regular
65394535,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/eighteightynorth.pdf;http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/eighteightysouth.pdf,regular
65394535,exit_to,US-101 North;San Francisco,regular
65394535,highway,motorway_junction,regular
65394686,highway,turning_circle,regular
65394694,highway,turning_circle,regular
65395447,highway,turning_circle,regular
65395450,source,Bing,regular
65395450,highway,turning_circle,regular
65395452,source,Yahoo,regular
65395452,highway,traffic_signals,regular
65396446,power,tower,regular
65396448,power,tower,regular
65396450,power,tower,regular
65396456,power,tower,regular
65396457,power,tower,regular
65396486,highway,turning_circle,regular
65396675,highway,traffic_signals,regular
65396783,highway,turning_circle,regular
65396948,highway,turning_circle,regular
65397046,highway,turning_circle,regular
65397066,highway,turning_circle,regular
65397075,highway,turning_circle,regular
65397643,highway,traffic_signals,regular
65397868,ref,1C,regular
65397868,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/87.pdf,regular
65397868,highway,motorway_junction,regular
65398527,noexit,yes,regular
65398543,noexit,yes,regular
65398613,ref,2A,regular
65398613,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/sixeightynorth.pdf;http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/sixeightysouth.pdf,regular
65398613,exit_to,CA-130;Alum Rock Road,regular
65398613,highway,motorway_junction,regular
65398666,exit_to,US 101 S,regular
65398666,highway,motorway_junction,regular
65398698,highway,crossing,regular
65398698,crossing,zebra,regular
65398700,highway,traffic_signals,regular
65399066,highway,turning_circle,regular
65399160,highway,traffic_signals,regular
65399429,ref,383,regular
65399429,highway,motorway_junction,regular
65399739,highway,traffic_signals,regular
65400187,ref,1B,regular
65400187,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/sixeightynorth.pdf;http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/sixeightysouth.pdf,regular
65400187,highway,motorway_junction,regular
65400187,left,1A,ref
65400187,right,1B,ref
65400187,left,I-280,exit_to
65400187,right,US-101;Los Angeles;San Francisco,exit_to
65401403,power,tower,regular
65401407,power,tower,regular
65401410,power,tower,regular
65401412,power,tower,regular
65401417,power,tower,regular
65401448,highway,turning_circle,regular
65402257,highway,traffic_signals,regular
65402740,ref,6B,regular
65402740,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/87.pdf,regular
65402740,exit_to,Julian Street,regular
65402740,highway,motorway_junction,regular
65402768,highway,traffic_signals,regular
65402949,ref,389,regular
65402949,exit_to,Brokaw Road;First Street,regular
65402949,highway,motorway_junction,regular
65403253,source,Bing,regular
65403253,highway,traffic_signals,regular
65403921,noexit,yes,regular
65404590,ref,385A,regular
65404590,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/101.pdf,regular
65404590,exit_to,Story Road,regular
65404590,highway,motorway_junction,regular
65404783,highway,traffic_signals,regular
65405732,access,private,regular
65405732,barrier,gate,regular
65405851,highway,traffic_signals,regular
65405977,highway,traffic_signals,regular
65406076,highway,traffic_signals,regular
65406091,highway,traffic_signals,regular
65406866,highway,traffic_signals,regular
65407011,highway,traffic_signals,regular
65407379,highway,turning_circle,regular
65407467,highway,turning_circle,regular
65407498,highway,turning_circle,regular
65407586,access,no,regular
65407586,barrier,gate,regular
65407929,highway,turning_circle,regular
65407943,highway,traffic_signals,regular
65408285,ref,11B,regular
65408285,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/twothirtyseveneast.pdf;http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/twothirtysevenwest.pdf,regular
65408285,exit_to,I-680 North,regular
65408285,highway,motorway_junction,regular
65408301,ref,11A,regular
65408301,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/twothirtyseveneast.pdf;http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/twothirtysevenwest.pdf,regular
65408301,exit_to,I-680 South,regular
65408301,highway,motorway_junction,regular
65408465,highway,turning_circle,regular
65408480,highway,turning_circle,regular
65408488,highway,turning_circle,regular
65408735,highway,turning_circle,regular
65408736,highway,turning_circle,regular
65409828,highway,turning_circle,regular
65409886,highway,turning_circle,regular
65409979,highway,turning_circle,regular
65410005,ref,5,regular
65410005,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/eighteightynorth.pdf;http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/eighteightysouth.pdf,regular
65410005,exit_to,Brokaw Road,regular
65410005,highway,motorway_junction,regular
65410347,highway,traffic_signals,regular
65410697,highway,traffic_signals,regular
65410697,traffic_signals,ramp_meter,regular
65411353,highway,turning_circle,regular
65411602,highway,turning_circle,regular
65411633,highway,traffic_signals,regular
65411701,highway,turning_circle,regular
65412184,highway,turning_circle,regular
65412431,barrier,gate,regular
65412845,power,tower,regular
65412847,power,tower,regular
65412862,power,tower,regular
65412862,reviewed,no,tiger
65412864,power,tower,regular
65412866,power,tower,regular
65412871,power,tower,regular
65412871,reviewed,no,tiger
65412877,power,tower,regular
65412877,reviewed,no,tiger
65413044,highway,turning_circle,regular
65414160,highway,traffic_signals,regular
65414170,highway,traffic_signals,regular
65414172,highway,traffic_signals,regular
65414174,highway,traffic_signals,regular
65414239,highway,traffic_signals,regular
65414577,highway,traffic_signals,regular
65414628,highway,turning_circle,regular
65414929,highway,turning_circle,regular
65415258,highway,turning_circle,regular
65415279,ref,394,regular
65415279,exit_to,Lawrence Expressway,regular
65415279,highway,motorway_junction,regular
65415940,highway,turning_circle,regular
65415943,ref,388B,regular
65415943,source,http://www.dot.ca.gov/hq/traffops/signtech/calnexus/pdf/101.pdf,regular
65415943,exit_to,I-880 North;Oakland,regular
65415943,highway,motorway_junction,regular
65416055,highway,turning_circle,regular
65416096,highway,turning_circle,regular
65416295,noexit,yes,regular
65416374,highway,traffic_signals,regular
65416416,highway,turning_circle,regular
65416443,highway,turning_circle,regular
65416472,highway,turning_circle,regular
65416587,highway,turning_circle,regular
65416871,highway,turning_circle,regular
65417056,noexit,yes,regular
65417730,highway,turning_circle,regular
65417830,highway,crossing,regular
65417858,ref,395B,regular
65417858,exit_to,Fair Oaks Avenue South,regular
65417858,highway,motorway_junction,regular
65418064,highway,turning_circle,regular
65418140,source,Yahoo,regular
65418140,highway,turning_circle,regular
65418461,highway,turning_circle,regular
65418721,noexit,yes,regular
65418734,noexit,yes,regular
65418791,highway,turning_circle,regular
65418922,highway,traffic_signals,regular
65418941,highway,turning_circle,regular
65419015,highway,turning_circle,regular
65419080,highway,turning_circle,regular
65419083,highway,turning_circle,regular
65419089,highway,traffic_signals,regular
65419171,highway,turning_circle,regular
65419211,highway,traffic_signals,regular
65419214,highway,traffic_signals,regular
65419219,highway,crossing,regular
65419219,crossing,zebra,regular
65419222,highway,traffic_signals,regular
65419224,highway,traffic_signals,regular
65419226,highway,traffic_signals,regular
65419229,highway,traffic_signals,regular
65419248,highway,traffic_signals,regular
65419253,source,Yahoo,regular
65419253,highway,traffic_signals,regular
65419331,highway,turning_circle,regular
65419386,noexit,yes,regular
65419426,highway,traffic_signals,regular
65419437,highway,traffic_signals,regular
65419442,highway,traffic_signals,regular
65419468,highway,traffic_signals,regular
65419584,highway,turning_circle,regular
65419594,source,Yahoo,regular
65419594,highway,turning_circle,regular
65419636,highway,turning_circle,regular
65419742,highway,turning_circle,regular
65419768,highway,turning_circle,regular
65419772,highway,turning_circle,regular
65419823,highway,turning_circle,regular
65419864,highway,turning_circle,regular
65419891,highway,turning_circle,regular
65419907,source,Yahoo,regular
65419907,highway,turning_circle,regular
65420003,highway,turning_circle,regular
65420081,highway,turning_circle,regular
65420094,highway,turning_circle,regular
65420100,highway,turning_circle,regular
65420131,highway,turning_circle,regular
65420158,highway,turning_circle,regular
65420279,highway,traffic_signals,regular
65420394,source,Yahoo,regular
65420394,highway,turning_circle,regular
65420426,highway,traffic_signals,regular
65420444,highway,traffic_signals,regular
65420446,highway,traffic_signals,regular
65420449,highway,traffic_signals,regular
65420455,highway,traffic_signals,regular
65420460,source,Yahoo,regular
65420460,highway,traffic_signals,regular
65420470,highway,crossing,regular
65420470,crossing,zebra,regular
65420473,highway,traffic_signals,regular
65420496,highway,mini_roundabout,regular
65420547,highway,turning_circle,regular
65420576,highway,turning_circle,regular
65420611,highway,turning_circle,regular
65420811,highway,turning_circle,regular
65421070,highway,turning_circle,regular
65421082,highway,turning_circle,regular
65421121,highway,turning_circle,regular
65421144,highway,traffic_signals,regular
65421153,highway,turning_circle,regular
65421188,highway,traffic_signals,regular
65421188,crossing,traffic_signals,regular
65421194,highway,stop,regular
65421198,note,4-way stop,regular
65421198,highway,stop,regular
65421200,note,4-way stop,regular
65421200,highway,stop,regular
65421247,highway,traffic_signals,regular
65421253,highway,traffic_signals,regular
65421262,highway,crossing,regular
65421262,crossing,zebra,regular
65421267,highway,crossing,regular
65421267,crossing,zebra,regular
65421523,highway,turning_circle,regular
65421560,source,Yahoo,regular
65421560,highway,turning_circle,regular
65421622,highway,turning_circle,regular
65421645,highway,turning_circle,regular
65421656,highway,turning_circle,regular
65421721,highway,traffic_signals,regular
65421723,highway,stop,regular
65421892,highway,turning_circle,regular
65421989,barrier,gate,regular
65422028,noexit,yes,regular
65422045,highway,turning_circle,regular
65422265,highway,turning_circle,regular
65422300,highway,turning_circle,regular
65422476,highway,turning_circle,regular
65422545,highway,turning_circle,regular
65422580,highway,traffic_signals,regular
65422647,highway,stop,regular
65422843,reviewed,yes,tiger
65422868,highway,turning_circle,regular
65422908,highway,turning_circle,regular
65423036,highway,turning_circle,regular
65423057,highway,turning_circle,regular
65423068,highway,turning_circle,regular
65423099,highway,turning_circle,regular
65423127,highway,turning_circle,regular
65423174,highway,turning_circle,regular
65423264,highway,turning_circle,regular
65423305,highway,turning_circle,regular
65423321,highway,traffic_signals,regular
65423321,surface,paved,regular
65423325,highway,traffic_signals,regular
65423344,highway,turning_circle,regular
65423348,highway,turning_circle,regular
65423358,highway,turning_circle,regular
65423409,highway,turning_circle,regular
65423498,highway,turning_circle,regular
65423515,highway,turning_circle,regular
65423570,highway,turning_circle,regular
65423573,highway,turning_circle,regular
65423597,highway,turning_circle,regular
65423610,highway,turning_circle,regular
65423696,noexit,yes,regular
65423699,noexit,yes,regular
65423776,highway,turning_circle,regular
65423808,highway,turning_circle,regular
65423846,highway,turning_circle,regular
65423851,highway,turning_circle,regular
65423854,highway,turning_circle,regular
65423903,noexit,yes,regular
65423949,highway,turning_circle,regular
65424030,highway,turning_circle,regular
65424152,highway,traffic_signals,regular
65424156,highway,traffic_signals,regular
65424171,source,Yahoo,regular
65424171,highway,turning_circle,regular
65424185,highway,turning_circle,regular
65424241,highway,traffic_signals,regular
65424250,highway,traffic_signals,regular
65424257,highway,traffic_signals,regular
65424268,highway,turning_circle,regular
65424272,highway,turning_circle,regular
65424319,highway,turning_circle,regular
65424349,highway,turning_circle,regular
65424427,noexit,yes,regular
65424444,highway,turning_circle,regular
65424450,highway,turning_circle,regular
65424522,barrier,gate,regular
65424540,highway,turning_circle,regular
65424560,noexit,yes,regular
65424617,highway,turning_circle,regular
65424642,highway,turning_circle,regular
65424657,highway,traffic_signals,regular
65424754,highway,turning_circle,regular
65424803,highway,turning_circle,regular
65424874,highway,turning_circle,regular
65424885,highway,turning_circle,regular
65424928,highway,turning_circle,regular
65424972,highway,turning_circle,regular
65425064,source,yahoo,regular
65425064,highway,turning_circle,regular
65425156,highway,turning_circle,regular
65425211,highway,turning_circle,regular
65425223,highway,traffic_signals,regular
65425428,highway,traffic_signals,regular
65425428,traffic_signals,signal,regular
65425455,highway,turning_circle,regular
65425506,highway,turning_circle,regular
65425515,source,Yahoo,regular
65425515,highway,turning_circle,regular
65425521,source,yahoo,regular
65425521,highway,turning_circle,regular
65425525,highway,turning_circle,regular
65425552,barrier,gate,regular
65425552,description,electric gate,regular
65425635,highway,turning_circle,regular
65425699,highway,turning_circle,regular
65425892,highway,turning_circle,regular
65425900,highway,turning_circle,regular
65425913,highway,turning_circle,regular
65426017,source,Yahoo,regular
65426017,highway,turning_circle,regular
65426189,highway,turning_circle,regular
65426211,noexit,yes,regular
65426241,highway,turning_circle,regular
65426258,highway,traffic_signals,regular
65426261,highway,traffic_signals,regular
65426264,highway,traffic_signals,regular
65426266,highway,traffic_signals,regular
65426280,highway,traffic_signals,regular
65426282,highway,traffic_signals,regular
65426310,highway,turning_circle,regular
65426314,source,yahoo,regular
65426314,highway,turning_circle,regular
65426324,source,yahoo,regular
65426324,highway,turning_circle,regular
65426330,highway,turning_circle,regular
65426341,highway,turning_circle,regular
65426347,highway,turning_circle,regular
65426350,highway,turning_circle,regular
65426353,highway,turning_circle,regular
65426392,highway,turning_circle,regular
65426431,highway,turning_circle,regular
65426511,highway,turning_circle,regular
65426533,highway,turning_circle,regular
65426561,highway,traffic_signals,regular
65426563,highway,traffic_signals,regular
65426575,noexit,yes,regular
65426583,noexit,yes,regular
65426734,highway,traffic_signals,regular
65426741,highway,traffic_signals,regular
65426743,highway,traffic_signals,regular
65426746,highway,traffic_signals,regular
65426751,highway,traffic_signals,regular
65426796,highway,turning_circle,regular
65426892,foot,yes,regular
65426892,barrier,gate,regular
65426892,highway,turning_circle,regular
65426892,motorcar,yes,regular
65426892,motorcycle,yes,regular
65426901,source,Yahoo,regular
65426901,highway,turning_circle,regular
65427128,highway,turning_circle,regular
65427137,highway,turning_circle,regular
65427143,source,Yahoo,regular
65427143,highway,turning_circle,regular
65427159,highway,turning_loop,regular
65427171,highway,turning_circle,regular
65427195,highway,turning_circle,regular
65427238,highway,turning_circle,regular
65427256,highway,traffic_signals,regular
65427295,highway,turning_circle,regular
65427345,highway,turning_circle,regular
65427358,source,yahoo,regular
65427358,highway,turning_circle,regular
65427365,highway,turning_circle,regular
65427561,highway,turning_circle,regular
